import time: self [us] | cumulative | imported package
import time:       518 |        518 |                               anthropic.resources.messages.messages
import time:        93 |       3363 |                             anthropic.resources.messages
import time:         7 |       3370 |                           anthropic.resources.messages.messages
import time:       538 |       3907 |                         anthropic.resources.beta.messages.messages
import time:       202 |       7670 |                       anthropic.resources.beta.messages
import time:         7 |       7677 |                     anthropic.resources.beta.messages.messages
import time:       346 |        346 |                         anthropic.resources.beta.sessions.events
import time:       241 |        241 |                               anthropic.types.beta.sessions.threads.event_list_params
import time:       371 |        371 |                               anthropic.types.beta.sessions.threads.event_stream_params
import time:       176 |        787 |                             anthropic.types.beta.sessions.threads
import time:       287 |       1074 |                           anthropic.resources.beta.sessions.threads.events
import time:       257 |        257 |                           anthropic.resources.beta.sessions.threads.threads
import time:        97 |       1427 |                         anthropic.resources.beta.sessions.threads
import time:       309 |        309 |                           anthropic.resources.beta.sessions.resources
import time:       363 |        671 |                         anthropic.resources.beta.sessions.sessions
import time:       101 |       2543 |                       anthropic.resources.beta.sessions
import time:        12 |       2555 |                     anthropic.resources.beta.sessions.sessions
import time:       267 |        267 |                             anthropic.types.beta.environments.work_list_params
import time:       558 |        558 |                             anthropic.types.beta.environments.work_poll_params
import time:       235 |        235 |                             anthropic.types.beta.environments.work_stop_params
import time:       577 |        577 |                             anthropic.types.beta.environments.work_update_params
import time:       157 |        157 |                               anthropic.types.beta.environments.beta_session_work_data
import time:       306 |        462 |                             anthropic.types.beta.environments.beta_self_hosted_work
import time:       121 |        121 |                             anthropic.types.beta.environments.work_heartbeat_params
import time:       196 |        196 |                             anthropic.types.beta.environments.beta_self_hosted_work_queue_stats
import time:       166 |        166 |                             anthropic.types.beta.environments.beta_self_hosted_work_list_response
import time:       161 |        161 |                             anthropic.types.beta.environments.beta_self_hosted_work_heartbeat_response
import time:       205 |       2944 |                           anthropic.types.beta.environments
import time:       342 |       3285 |                         anthropic.resources.beta.environments.work
import time:       297 |        297 |                         anthropic.resources.beta.environments.environments
import time:       198 |       3779 |                       anthropic.resources.beta.environments
import time:         6 |       3785 |                     anthropic.resources.beta.environments.environments
import time:       201 |        201 |                               anthropic.types.beta.memory_stores.beta_managed_agents_memory_view
import time:       146 |        347 |                             anthropic.types.beta.memory_stores.memory_list_params
import time:       104 |        104 |                             anthropic.types.beta.memory_stores.memory_create_params
import time:        95 |         95 |                             anthropic.types.beta.memory_stores.memory_delete_params
import time:       132 |        132 |                               anthropic.types.beta.memory_stores.beta_managed_agents_precondition_param
import time:       105 |        236 |                             anthropic.types.beta.memory_stores.memory_update_params
import time:        94 |         94 |                             anthropic.types.beta.memory_stores.memory_retrieve_params
import time:       138 |        138 |                               anthropic.types.beta.memory_stores.beta_managed_agents_api_actor
import time:       132 |        132 |                               anthropic.types.beta.memory_stores.beta_managed_agents_user_actor
import time:       138 |        138 |                               anthropic.types.beta.memory_stores.beta_managed_agents_session_actor
import time:        92 |        498 |                             anthropic.types.beta.memory_stores.beta_managed_agents_actor
import time:       213 |        213 |                             anthropic.types.beta.memory_stores.beta_managed_agents_memory
import time:        72 |         72 |                               anthropic.types.beta.memory_stores.beta_managed_agents_memory_version_operation
import time:       151 |        222 |                             anthropic.types.beta.memory_stores.memory_version_list_params
import time:        95 |         95 |                             anthropic.types.beta.memory_stores.memory_version_retrieve_params
import time:       140 |        140 |                             anthropic.types.beta.memory_stores.beta_managed_agents_memory_prefix
import time:       136 |        136 |                             anthropic.types.beta.memory_stores.beta_managed_agents_deleted_memory
import time:       257 |        257 |                             anthropic.types.beta.memory_stores.beta_managed_agents_memory_version
import time:        93 |         93 |                             anthropic.types.beta.memory_stores.beta_managed_agents_memory_list_item
import time:       129 |       2654 |                           anthropic.types.beta.memory_stores
import time:       304 |       2957 |                         anthropic.resources.beta.memory_stores.memories
import time:       255 |        255 |                           anthropic.resources.beta.memory_stores.memory_versions
import time:       325 |        579 |                         anthropic.resources.beta.memory_stores.memory_stores
import time:       162 |       3698 |                       anthropic.resources.beta.memory_stores
import time:         6 |       3704 |                     anthropic.resources.beta.memory_stores.memory_stores
import time:       493 |      35051 |                   anthropic.resources.beta.beta
import time:       499 |      35549 |                 anthropic.resources.beta
import time:       224 |        224 |                 anthropic.resources.models
import time:       296 |        296 |                 anthropic.resources.completions
import time:       501 |      36568 |               anthropic.resources
import time:         6 |      36574 |             anthropic.resources.beta
import time:       220 |      36794 |           anthropic.lib.vertex._beta_messages
import time:       282 |      37177 |         anthropic.lib.vertex._beta
import time:       482 |      38147 |       anthropic.lib.vertex._client
import time:       104 |      38251 |     anthropic.lib.vertex
import time:       228 |        228 |           anthropic.lib.bedrock._beta_messages
import time:       203 |        430 |         anthropic.lib.bedrock._beta
import time:       545 |        545 |         anthropic.lib.bedrock._stream_decoder
import time:       355 |       1330 |       anthropic.lib.bedrock._client
import time:       166 |        166 |         anthropic.lib.aws._auth
import time:       341 |        506 |       anthropic.lib.bedrock._mantle
import time:       202 |       2037 |     anthropic.lib.bedrock
import time:       472 |        472 |     anthropic.lib.foundry
import time:       364 |        364 |       anthropic.lib.google_cloud._client
import time:       195 |        559 |     anthropic.lib.google_cloud
import time:       408 |     361074 |   anthropic
import time:       348 |        348 |           redis._defaults
import time:       359 |        359 |                       redis.observability.config
import time:        37 |         37 |                             opentelemetry
import time:         6 |         43 |                           opentelemetry.sdk
import time:         6 |         48 |                         opentelemetry.sdk.metrics
import time:       225 |        273 |                       redis.observability.providers
import time:       192 |        823 |                     redis.observability
import time:       384 |       1206 |                   redis.observability.attributes
import time:       446 |        446 |                         redis.exceptions
import time:       791 |        791 |                         redis.typing
import time:        45 |         45 |                         hiredis
import time:       260 |        260 |                           cryptography.__about__
import time:       255 |        515 |                         cryptography
import time:       264 |       2059 |                       redis.utils
import time:        33 |         33 |                         opentelemetry
import time:         7 |         39 |                       opentelemetry.metrics
import time:       343 |       2440 |                     redis.observability.metrics
import time:       674 |        674 |                     redis.observability.registry
import time:       333 |       3446 |                   redis.observability.recorder
import time:       525 |       5176 |                 redis.maint_notifications
import time:        97 |         97 |                 redis._parsers.encoders
import time:       202 |        202 |                 redis._parsers.socket
import time:       584 |       6057 |               redis._parsers.base
import time:       506 |        506 |               redis._parsers.commands
import time:       373 |        373 |               redis._parsers.hiredis
import time:       232 |        232 |               redis._parsers.resp2
import time:       251 |        251 |               redis._parsers.resp3
import time:        98 |       7515 |             redis._parsers
import time:       325 |        325 |             redis._parsers.response_callbacks
import time:       464 |       8302 |           redis._parsers.helpers
import time:        82 |         82 |               redis.auth
import time:        88 |         88 |               redis.auth.err
import time:       291 |        460 |             redis.auth.token
import time:       412 |        412 |             redis.driver_info
import time:       240 |        240 |               redis.credentials
import time:       520 |        760 |             redis.event
import time:        85 |         85 |               redis.asyncio.observability
import time:       288 |        372 |             redis.asyncio.observability.recorder
import time:       360 |        360 |               redis.retry
import time:       136 |        496 |             redis.asyncio.retry
import time:       284 |        284 |             redis.backoff
import time:       882 |       3663 |           redis.asyncio.connection
import time:       342 |        342 |           redis.asyncio.lock
import time:       923 |        923 |             redis.cache
import time:       182 |        182 |                 redis.crc
import time:        77 |         77 |                   xxhash
import time:       423 |        423 |                   redis.commands.helpers
import time:      3353 |       3852 |                 redis.commands.core
import time:       395 |        395 |                 redis.commands.redismodules
import time:       753 |       5180 |               redis.commands.cluster
import time:       431 |        431 |               redis.commands.sentinel
import time:       291 |       5900 |             redis.commands
import time:       471 |        471 |                 _queue
import time:       375 |        846 |               queue
import time:      1351 |       2196 |             redis.connection
import time:       344 |        344 |             redis.lock
import time:       992 |      10353 |           redis.client
import time:       904 |      23910 |         redis.asyncio.client
import time:       345 |        345 |             concurrent.futures.thread
import time:       335 |        335 |             redis.commands.policies
import time:      1344 |       2023 |           redis.cluster
import time:      1312 |       3334 |         redis.asyncio.cluster
import time:       871 |        871 |           redis.keyspace_notifications
import time:       376 |       1247 |         redis.asyncio.keyspace_notifications
import time:       372 |        372 |         redis.asyncio.sentinel
import time:       171 |        171 |         redis.asyncio.utils
import time:       262 |      29293 |       redis.asyncio
import time:       167 |        167 |       redis.sentinel
import time:       303 |      29762 |     redis
import time:         9 |      29771 |   redis.asyncio
import time:       547 |        547 |       urllib3.exceptions
import time:       371 |        371 |               urllib3.util.timeout
import time:       299 |        670 |             urllib3.util.connection
import time:       168 |        168 |               urllib3.util.util
import time:        32 |         32 |               brotlicffi
import time:        27 |         27 |               brotli
import time:        26 |         26 |               backports
import time:       342 |        593 |             urllib3.util.request
import time:       257 |        257 |             urllib3.util.response
import time:       356 |        356 |             urllib3.util.retry
import time:      2977 |       2977 |               urllib3.util.url
import time:       290 |        290 |               urllib3.util.ssltransport
import time:       257 |       3523 |             urllib3.util.ssl_
import time:        77 |         77 |             urllib3.util.wait
import time:       193 |       5667 |           urllib3.util
import time:         7 |       5673 |         urllib3.util.connection
import time:       331 |       6003 |       urllib3._base_connection
import time:       297 |        297 |       urllib3._collections
import time:        73 |         73 |       urllib3._version
import time:       246 |        246 |             urllib3.fields
import time:       117 |        362 |           urllib3.filepost
import time:        32 |         32 |             brotlicffi
import time:        28 |         28 |             brotli
import time:       138 |        138 |               urllib3.http2
import time:       227 |        227 |               urllib3.http2.probe
import time:       241 |        241 |               urllib3.util.ssl_match_hostname
import time:       307 |        911 |             urllib3.connection
import time:        36 |         36 |             backports
import time:       284 |       1289 |           urllib3.response
import time:       250 |       1900 |         urllib3._request_methods
import time:       108 |        108 |         urllib3.util.proxy
import time:       211 |       2219 |       urllib3.connectionpool
import time:       501 |        501 |       urllib3.poolmanager
import time:       311 |       9949 |     urllib3
import time:       385 |        385 |             ada92cb5d92a588d1b93__mypyc
import time:       948 |        948 |             charset_normalizer.constant
import time:       452 |        452 |             charset_normalizer.utils
import time:       184 |        184 |             charset_normalizer.models
import time:       705 |       2671 |           charset_normalizer.cd
import time:       327 |        327 |           _multibytecodec
import time:      2185 |       5183 |         charset_normalizer.api
import time:       235 |        235 |         charset_normalizer.legacy
import time:       197 |        197 |         charset_normalizer.version
import time:        35 |         35 |         simplejson
import time:       853 |        853 |         http.cookies
import time:       506 |       7007 |       requests.compat
import time:       465 |       7471 |     requests.exceptions
import time:        67 |         67 |     chardet
import time:       688 |        688 |     requests.packages
import time:       305 |        305 |           certifi.core
import time:       496 |        800 |         certifi
import time:       200 |       1000 |       requests.certs
import time:        78 |         78 |       requests.__version__
import time:       179 |        179 |       requests._internal_utils
import time:       280 |        280 |       requests._types
import time:       372 |        372 |       requests.cookies
import time:       237 |        237 |       requests.structures
import time:       318 |        318 |           importlib.resources._itertools
import time:       255 |        573 |         importlib.resources.readers
import time:       223 |        796 |       importlib.readers
import time:       515 |       3454 |     requests.utils
import time:       318 |        318 |           requests.auth
import time:       302 |        302 |               stringprep
import time:       343 |        644 |             encodings.idna
import time:        79 |         79 |             requests.hooks
import time:       299 |        299 |             requests.status_codes
import time:       225 |       1246 |           requests.models
import time:       160 |        160 |             urllib3.contrib
import time:        30 |         30 |             socks
import time:       241 |        430 |           urllib3.contrib.socks
import time:       300 |       2293 |         requests.adapters
import time:       289 |       2581 |       requests.sessions
import time:       174 |       2755 |     requests.api
import time:       459 |      24839 |   requests
import time:       429 |        429 |     stripe._api_version
import time:       202 |        202 |     stripe._app_info
import time:       390 |        390 |     stripe._version
import time:        86 |         86 |         stripe._api_mode
import time:       479 |        564 |       stripe._util
import time:       288 |        288 |       stripe._request_metrics
import time:       225 |        225 |             stripe._stripe_response
import time:       226 |        226 |             stripe._encode
import time:       209 |        209 |                 stripe._base_address
import time:       283 |        492 |               stripe._requestor_options
import time:       250 |        742 |             stripe._request_options
import time:       558 |       1749 |           stripe._stripe_object
import time:       232 |       1981 |         stripe._error_object
import time:       401 |       2382 |       stripe._error
import time:        34 |         34 |           google
import time:         5 |         39 |         google.appengine
import time:         6 |         45 |       google.appengine.api
import time:       721 |       3999 |     stripe._http_client
import time:       501 |       5519 |   stripe
import time:       714 |        714 |             _compat_pickle
import time:       420 |        420 |             _pickle
import time:        33 |         33 |                 org
import time:         6 |         38 |               org.python
import time:         6 |         44 |             org.python.core
import time:       545 |       1721 |           pickle
import time:       516 |       2236 |         logging.handlers
import time:       502 |        502 |         socketserver
import time:       854 |       3591 |       logging.config
import time:       975 |        975 |       configparser
import time:       237 |        237 |       uvicorn._ansi
import time:       160 |        160 |       uvicorn._compat
import time:       842 |        842 |       uvicorn._types
import time:       221 |        221 |       uvicorn.importer
import time:       262 |        262 |       uvicorn.logging
import time:       193 |        193 |         uvicorn.middleware
import time:       247 |        440 |       uvicorn.middleware.asgi2
import time:       351 |        351 |       uvicorn.middleware.message_logger
import time:       194 |        194 |       uvicorn.middleware.proxy_headers
import time:        39 |         39 |         a2wsgi
import time:       270 |        308 |       uvicorn.middleware.wsgi
import time:       430 |       8007 |     uvicorn.config
import time:       356 |        356 |       uvicorn.server
import time:       352 |        352 |                 multiprocessing.process
import time:       286 |        286 |                 multiprocessing.reduction
import time:       610 |       1247 |               multiprocessing.context
import time:       202 |       1449 |             multiprocessing
import time:       336 |        336 |               _multiprocessing
import time:       148 |        148 |               multiprocessing.util
import time:        30 |         30 |               _winapi
import time:       232 |        745 |             multiprocessing.connection
import time:        91 |       2285 |           uvicorn._subprocess
import time:       242 |       2527 |         uvicorn.supervisors.basereload
import time:       164 |        164 |         uvicorn.supervisors.multiprocess
import time:       288 |        288 |             watchfiles.filters
import time:       581 |        581 |               watchfiles._rust_notify
import time:       425 |       1005 |             watchfiles.main
import time:       349 |        349 |             watchfiles.run
import time:       178 |        178 |             watchfiles.version
import time:       236 |       2054 |           watchfiles
import time:       206 |       2259 |         uvicorn.supervisors.watchfilesreload
import time:       100 |       5048 |       uvicorn.supervisors
import time:       671 |       6075 |     uvicorn.main
import time:       234 |      14315 |   uvicorn
import time:       224 |        224 |     starlette
import time:       204 |        204 |       starlette.exceptions
import time:       263 |        467 |     starlette.status
import time:       165 |        165 |         annotated_doc.main
import time:       201 |        366 |       annotated_doc
import time:       606 |        606 |           fastapi.exceptions
import time:       202 |        202 |             fastapi.openapi
import time:       198 |        198 |                 fastapi.types
import time:       195 |        195 |                   starlette.concurrency
import time:       192 |        192 |                   starlette.types
import time:       669 |       1055 |                 starlette.datastructures
import time:       250 |       1501 |               fastapi._compat.shared
import time:       153 |        153 |                 fastapi.openapi.constants
import time:       605 |        757 |               fastapi._compat.v2
import time:       216 |       2473 |             fastapi._compat
import time:       259 |        259 |             fastapi.logger
import time:        38 |         38 |             email_validator
import time:     32284 |      35254 |           fastapi.openapi.models
import time:       367 |        367 |           fastapi.datastructures
import time:      1431 |      37656 |         fastapi.params
import time:       104 |        104 |           fastapi.dependencies
import time:        92 |         92 |                 fastapi.security.base
import time:       396 |        396 |                   starlette._utils
import time:       406 |        406 |                           python_multipart.exceptions
import time:       297 |        703 |                         python_multipart.decoders
import time:       745 |       1447 |                       python_multipart.multipart
import time:       207 |       1653 |                     python_multipart
import time:       585 |       2238 |                   starlette.formparsers
import time:       538 |       3171 |                 starlette.requests
import time:       359 |       3621 |               fastapi.security.api_key
import time:        74 |         74 |                 fastapi.security.utils
import time:       710 |        783 |               fastapi.security.http
import time:       774 |        774 |                 fastapi.param_functions
import time:       578 |       1351 |               fastapi.security.oauth2
import time:       127 |        127 |               fastapi.security.open_id_connect_url
import time:       109 |       5990 |             fastapi.security
import time:         9 |       5998 |           fastapi.security.base
import time:       767 |       6868 |         fastapi.dependencies.models
import time:       102 |        102 |             starlette.background
import time:       118 |        220 |           fastapi.background
import time:        86 |         86 |           fastapi.concurrency
import time:       178 |        178 |           fastapi.utils
import time:       371 |        371 |           starlette.responses
import time:       379 |        379 |           starlette.websockets
import time:       740 |       1971 |         fastapi.dependencies.utils
import time:       224 |        224 |             colorsys
import time:       446 |        669 |           pydantic.color
import time:        38 |         38 |             pydantic_extra_types
import time:         7 |         45 |           pydantic_extra_types.color
import time:       419 |       1132 |         fastapi.encoders
import time:       728 |        728 |         fastapi.sse
import time:        95 |         95 |           starlette._exception_handler
import time:       274 |        274 |           starlette.convertors
import time:       132 |        132 |           starlette.middleware
import time:       632 |       1132 |         starlette.routing
import time:       314 |        314 |         starlette.staticfiles
import time:      3090 |      52886 |       fastapi.routing
import time:       146 |        146 |         fastapi.websockets
import time:       107 |        252 |       fastapi.exception_handlers
import time:        80 |         80 |         fastapi.middleware
import time:       128 |        208 |       fastapi.middleware.asyncexitstack
import time:       270 |        270 |       fastapi.openapi.docs
import time:       360 |        360 |         fastapi.responses
import time:       301 |        660 |       fastapi.openapi.utils
import time:      1053 |       1053 |             html.entities
import time:       280 |       1332 |           html
import time:       224 |       1556 |         starlette.middleware.errors
import time:       238 |        238 |         starlette.middleware.exceptions
import time:       247 |       2040 |       starlette.applications
import time:       274 |        274 |       starlette.middleware.base
import time:       882 |      57836 |     fastapi.applications
import time:        83 |         83 |     fastapi.requests
import time:       264 |      58871 |   fastapi
import time:       224 |        224 |     starlette.middleware.cors
import time:        80 |        303 |   fastapi.middleware.cors
import time:        69 |         69 |   fastapi.staticfiles
import time:       428 |        428 |         jinja2.bccache
import time:       407 |        407 |             markupsafe._speedups
import time:       412 |        818 |           markupsafe
import time:       876 |        876 |             jinja2.utils
import time:      1635 |       2511 |           jinja2.nodes
import time:       297 |        297 |             jinja2.exceptions
import time:       233 |        233 |               jinja2.visitor
import time:       355 |        588 |             jinja2.idtracking
import time:     13096 |      13096 |             jinja2.optimizer
import time:       786 |      14766 |           jinja2.compiler
import time:       306 |        306 |               jinja2.async_utils
import time:       664 |        664 |               jinja2.runtime
import time:       824 |       1793 |             jinja2.filters
import time:       336 |        336 |             jinja2.tests
import time:       353 |       2482 |           jinja2.defaults
import time:       445 |        445 |             jinja2._identifier
import time:       899 |       1344 |           jinja2.lexer
import time:       495 |        495 |           jinja2.parser
import time:       820 |      23234 |         jinja2.environment
import time:       470 |        470 |         jinja2.loaders
import time:       221 |      24351 |       jinja2
import time:       225 |      24575 |     starlette.templating
import time:       150 |      24724 |   fastapi.templating
import time:       696 |        696 |           openai._types
import time:       286 |        286 |               openai._utils._utils
import time:       300 |        586 |             openai._utils._logs
import time:       192 |        192 |             openai._utils._path
import time:       161 |        161 |             openai._utils._sync
import time:       218 |        218 |             openai._utils._proxy
import time:       200 |        200 |               openai._utils._datetime_parse
import time:       435 |        634 |             openai._utils._compat
import time:       234 |        234 |             openai._utils._typing
import time:        83 |         83 |             openai._utils._streams
import time:       198 |        198 |               openai._files
import time:       290 |        487 |             openai._utils._transform
import time:        72 |         72 |             openai._utils._reflection
import time:       229 |       2891 |           openai._utils
import time:       452 |        452 |           openai._compat
import time:       193 |        193 |           openai._constants
import time:      2348 |       6579 |         openai._models
import time:       325 |        325 |         openai.types.batch_error
import time:       411 |        411 |         openai.types.batch_usage
import time:       289 |        289 |             openai.types.shared.metadata
import time:       351 |        351 |               openai.types.shared.reasoning_effort
import time:       367 |        717 |             openai.types.shared.reasoning
import time:       202 |        202 |               openai.types.shared.chat_model
import time:       228 |        430 |             openai.types.shared.all_models
import time:       168 |        168 |             openai.types.shared.error_object
import time:       307 |        307 |               openai.types.shared.comparison_filter
import time:       184 |        490 |             openai.types.shared.compound_filter
import time:       164 |        164 |             openai.types.shared.responses_model
import time:        94 |         94 |             openai.types.shared.oauth_error_code
import time:        68 |         68 |               openai.types.shared.function_parameters
import time:       246 |        314 |             openai.types.shared.function_definition
import time:       228 |        228 |             openai.types.shared.response_format_text
import time:       237 |        237 |             openai.types.shared.custom_tool_input_format
import time:       199 |        199 |             openai.types.shared.response_format_json_object
import time:       252 |        252 |             openai.types.shared.response_format_json_schema
import time:       135 |        135 |             openai.types.shared.response_format_text_python
import time:       136 |        136 |             openai.types.shared.response_format_text_grammar
import time:       247 |       4093 |           openai.types.shared
import time:        10 |       4102 |         openai.types.shared.metadata
import time:       154 |        154 |         openai.types.batch_request_counts
import time:       778 |      12347 |       openai.types.batch
import time:       363 |        363 |       openai.types.image
import time:       324 |        324 |       openai.types.model
import time:       371 |        371 |       openai.types.skill
import time:       157 |        157 |         openai.types.video_size
import time:       188 |        188 |         openai.types.video_model
import time:       353 |        353 |         openai.types.video_seconds
import time:       223 |        223 |         openai.types.video_create_error
import time:       475 |       1395 |       openai.types.video
import time:       306 |        306 |         openai.types.file_object
import time:       337 |        643 |       openai.types.upload
import time:       411 |        411 |       openai.types.embedding
import time:       165 |        165 |       openai.types.chat_model
import time:       761 |        761 |         openai.types.completion_usage
import time:       346 |        346 |         openai.types.completion_choice
import time:       319 |       1425 |       openai.types.completion
import time:      1500 |       1500 |       openai.types.moderation
import time:       298 |        298 |       openai.types.skill_list
import time:       167 |        167 |       openai.types.audio_model
import time:       166 |        166 |       openai.types.image_model
import time:       162 |        162 |       openai.types.file_content
import time:       224 |        224 |       openai.types.file_deleted
import time:       190 |        190 |       openai.types.file_purpose
import time:       487 |        487 |       openai.types.vector_store
import time:       249 |        249 |       openai.types.deleted_skill
import time:       219 |        219 |       openai.types.model_deleted
import time:       296 |        296 |       openai.types.embedding_model
import time:       599 |        599 |       openai.types.images_response
import time:       228 |        228 |       openai.types.eval_list_params
import time:        95 |         95 |       openai.types.file_list_params
import time:       141 |        141 |       openai.types.moderation_model
import time:       156 |        156 |       openai.types.batch_list_params
import time:       281 |        281 |       openai.types.image_edit_params
import time:       177 |        177 |       openai.types.skill_list_params
import time:       113 |        113 |       openai.types.video_edit_params
import time:        91 |         91 |       openai.types.video_list_params
import time:        66 |         66 |       openai.types.video_model_param
import time:       215 |        215 |             openai.types.shared_params.metadata
import time:       226 |        226 |             openai.types.shared_params.reasoning
import time:       109 |        109 |             openai.types.shared_params.chat_model
import time:       124 |        124 |               openai.types.shared_params.comparison_filter
import time:       112 |        235 |             openai.types.shared_params.compound_filter
import time:       206 |        206 |             openai.types.shared_params.responses_model
import time:       380 |        380 |             openai.types.shared_params.oauth_error_code
import time:        80 |         80 |             openai.types.shared_params.reasoning_effort
import time:       160 |        160 |               openai.types.shared_params.function_parameters
import time:       196 |        356 |             openai.types.shared_params.function_definition
import time:        92 |         92 |             openai.types.shared_params.response_format_text
import time:       211 |        211 |             openai.types.shared_params.custom_tool_input_format
import time:        87 |         87 |             openai.types.shared_params.response_format_json_object
import time:       116 |        116 |             openai.types.shared_params.response_format_json_schema
import time:       153 |       2460 |           openai.types.shared_params
import time:         9 |       2468 |         openai.types.shared_params.metadata
import time:       354 |        354 |               openai.types.graders.python_grader
import time:       482 |        482 |                         openai.types.responses.web_search_tool
import time:       469 |        469 |                         openai.types.responses.custom_tool
import time:       421 |        421 |                         openai.types.responses.computer_tool
import time:       442 |        442 |                         openai.types.responses.function_tool
import time:       511 |        511 |                         openai.types.responses.namespace_tool
import time:       291 |        291 |                         openai.types.responses.apply_patch_tool
import time:       508 |        508 |                         openai.types.responses.file_search_tool
import time:       474 |        474 |                         openai.types.responses.tool_search_tool
import time:       321 |        321 |                               openai.types.responses.inline_skill_source
import time:       258 |        579 |                             openai.types.responses.inline_skill
import time:       296 |        296 |                             openai.types.responses.skill_reference
import time:       238 |        238 |                             openai.types.responses.container_network_policy_disabled
import time:       696 |        696 |                               openai.types.responses.container_network_policy_domain_secret
import time:       296 |        992 |                             openai.types.responses.container_network_policy_allowlist
import time:       371 |       2474 |                           openai.types.responses.container_auto
import time:       255 |        255 |                             openai.types.responses.local_skill
import time:       296 |        550 |                           openai.types.responses.local_environment
import time:       168 |        168 |                           openai.types.responses.container_reference
import time:       308 |       3498 |                         openai.types.responses.function_shell_tool
import time:       470 |        470 |                         openai.types.responses.web_search_preview_tool
import time:       197 |        197 |                         openai.types.responses.computer_use_preview_tool
import time:      1728 |       9485 |                       openai.types.responses.tool
import time:       341 |        341 |                         openai.types.responses.response_error
import time:       459 |        459 |                         openai.types.responses.response_usage
import time:       471 |        471 |                           openai.types.responses.response_input_file
import time:       453 |        453 |                           openai.types.responses.response_input_text
import time:       377 |        377 |                           openai.types.responses.response_input_image
import time:       394 |       1694 |                         openai.types.responses.response_prompt
import time:       256 |        256 |                         openai.types.responses.response_status
import time:       257 |        257 |                         openai.types.responses.tool_choice_mcp
import time:       277 |        277 |                         openai.types.responses.tool_choice_shell
import time:       270 |        270 |                         openai.types.responses.tool_choice_types
import time:       239 |        239 |                         openai.types.responses.tool_choice_custom
import time:       182 |        182 |                               openai.types.responses.response_input_content
import time:        99 |        280 |                             openai.types.responses.response_input_message_content_list
import time:       220 |        499 |                           openai.types.responses.easy_input_message
import time:       753 |        753 |                             openai.types.responses.response_output_text
import time:       163 |        163 |                             openai.types.responses.response_output_refusal
import time:       230 |       1146 |                           openai.types.responses.response_output_message
import time:       452 |        452 |                           openai.types.responses.response_reasoning_item
import time:       515 |        515 |                           openai.types.responses.response_custom_tool_call
import time:      1268 |       1268 |                               openai.types.responses.computer_action
import time:       183 |       1451 |                             openai.types.responses.computer_action_list
import time:      1197 |       2648 |                           openai.types.responses.response_computer_tool_call
import time:       622 |        622 |                           openai.types.responses.response_function_tool_call
import time:       773 |        773 |                           openai.types.responses.response_function_web_search
import time:       422 |        422 |                           openai.types.responses.response_compaction_item_param
import time:       547 |        547 |                           openai.types.responses.response_file_search_tool_call
import time:       978 |        978 |                           openai.types.responses.response_custom_tool_call_output
import time:       509 |        509 |                           openai.types.responses.response_code_interpreter_tool_call
import time:       375 |        375 |                           openai.types.responses.response_tool_search_output_item_param
import time:       295 |        295 |                               openai.types.responses.response_input_file_content
import time:       257 |        257 |                               openai.types.responses.response_input_text_content
import time:       312 |        312 |                               openai.types.responses.response_input_image_content
import time:       215 |       1078 |                             openai.types.responses.response_function_call_output_item
import time:       181 |       1259 |                           openai.types.responses.response_function_call_output_item_list
import time:       336 |        336 |                           openai.types.responses.response_function_shell_call_output_content
import time:       282 |        282 |                           openai.types.responses.response_computer_tool_call_output_screenshot
import time:      3546 |      14900 |                         openai.types.responses.response_input_item
import time:       312 |        312 |                         openai.types.responses.tool_choice_allowed
import time:        96 |         96 |                         openai.types.responses.tool_choice_options
import time:       301 |        301 |                           openai.types.responses.response_compaction_item
import time:       302 |        302 |                           openai.types.responses.response_tool_search_call
import time:       685 |        685 |                           openai.types.responses.response_apply_patch_tool_call
import time:       327 |        327 |                           openai.types.responses.response_tool_search_output_item
import time:       139 |        139 |                             openai.types.responses.response_local_environment
import time:       220 |        220 |                             openai.types.responses.response_container_reference
import time:       501 |        860 |                           openai.types.responses.response_function_shell_tool_call
import time:       471 |        471 |                           openai.types.responses.response_apply_patch_tool_call_output
import time:       313 |        313 |                           openai.types.responses.response_custom_tool_call_output_item
import time:       410 |        410 |                           openai.types.responses.response_computer_tool_call_output_item
import time:       406 |        406 |                           openai.types.responses.response_function_tool_call_output_item
import time:       649 |        649 |                           openai.types.responses.response_function_shell_tool_call_output
import time:      1420 |       6137 |                         openai.types.responses.response_output_item
import time:       242 |        242 |                             openai.types.responses.response_format_text_json_schema_config
import time:       112 |        354 |                           openai.types.responses.response_format_text_config
import time:       325 |        678 |                         openai.types.responses.response_text_config
